,titulo,fecha,texto,periodico
0,Avanza iniciativa para extender subsidio a la nómina hasta diciembre,2021-04-28,"
Aunque el Gobierno lo planteó en la reforma tributaria, el Congreso avanza de forma paralela en un proyecto de ley para extender el subsidio de nómina hasta diciembre de este año.
Precisamente, este miércoles se aprobó por unanimidad en primer debate esa iniciativa que busca extender el Programa de Apoyo al Empleo Formal, que se terminó en marzo de este año y fue implementado desde el año pasado con la pandemia. Cabe recordar, por otro lado, que el Gobierno planteó en el proyecto de reforma tributaria extender el Paef por tres meses más, debido al efecto de la pandemia en las empresas. Por ahora, el proyecto de ley debe seguir su curso en el Congreso y para ser aprobado debe pasar por las plenarias del Legislativo.",Portafolio
1,Preocupación por alta demanda de oxígeno para atender pacientes covid,2021-04-28,"
El ministro de Salud de Colombia, Fernando Ruiz, dijo este martes que el país está en ""una situación crítica"" por la alta demanda de oxígeno para atender a los enfermos de covid-19 y por esa razón el Gobierno suspendió los aranceles para las importaciones de ese producto.""Estamos en una situación realmente crítica de consumo de oxígeno. Nosotros tenemos que en Colombia la producción es de 618 toneladas por día, que incluye oxígeno líquido como oxígeno gaseoso y que se utiliza tanto para usos medicinales como para usos industriales"", dijo el jefe de la cartera de Salud.
Al intervenir en el programa de televisión ""Prevención y Acción"" en el que el presidente colombiano, Iván Duque trata temas relacionados con la pandemia del coronavirus, Ruiz explicó que con el oxígeno producido en el país se pueden atender 21.600 camas de cuidados intensivos. Sin embargo, dijo que se debe tener en cuenta que el consumo de ese gas ""es grande en otras unidades hospitalarias que no son de cuidado intensivo"", como los servicios domiciliarios, además del que se utiliza en la industria. Una de las primeras voces de alerta sobre la falta de oxígeno para tratar a los pacientes con covid-19 la dio el gobernador encargado de Antioquia, Luis Fernando Suárez, quien hace una semana advirtió de la escasez de ese gas por el elevado número de contagios y pacientes en ese departamento, uno de los más afectados por el tercer pico de la pandemia. La tercera ola de la covid-19 deja hasta hoy en Colombia más de 2,8 millones de contagiados y 72.235 fallecidos. Para enfrentar la escasez de oxígeno, el ministro Ruiz detalló que el Gobierno adoptó medidas como ""aumentar la oferta y modular la demanda"" de ese gas. Entre esas medidas está un acto administrativo que suspendió el arancel que se cobra a los ""importadores de oxígeno y los concentradores de oxígeno"". SE REANUDA LA LLEGADA DE VACUNAS DE SINOVAC El ministro destacó además que hoy llegó a Bogotá un millón de vacunas contra la covid-19 del laboratorio chino Sinovac, reanudando así los embarques que no se recibían desde el pasado 11 de abril. Ruiz explicó que estas vacunas se utilizarán para aplicar segundas dosis ya que en los últimos días numerosas personas fueron notificadas del aplazamiento de su cita para recibirla debido a la escasez de los sueros. El ministro agregó que en las próximas horas serán distribuidas 600.000 vacunas para segundas dosis y las restantes 400.000 se comenzarán a repartir en todo el país a partir del sábado. Ruiz reiteró que la meta del Gobierno es que para el 30 de mayo ya hayan sido aplicadas ocho millones de vacunas, para lo cual es necesario un promedio superior de 100.000 dosis diarias. Hasta la fecha Colombia ha recibido 7,5 millones de vacunas de las farmacéuticas Pfizer, Sinovac y AstraZeneca, de las cuales han sido aplicados 4,5 millones, y de esas, 1,4 millones corresponden a segundas dosis. EFE",Portafolio
2,¿Cómo será el mundo laboral después del covid-19?,2021-04-28,"
Trabajo híbrido, colegas robot, semanas de cuatro días... El covid-19 no solo ha cambiado la forma en que realizamos nuestro trabajo actualmente, sino que también ha dado inicio a un impulso más amplio para repensar el mundo laboral.(Lea: No todo está dicho en normas para laborar fuera de la oficina)Las cuarentenas en los últimos 14 meses han obligado a muchos empleados a formar parte de un gigante experimento del trabajo desde casa; esto ha paralizado las reuniones presenciales y los viajes de negocios.(Lea: El trabajo remoto impulsará la productividad después de la pandemia)
Ahora, a medida que los lugares de trabajo reabren sus puertas en todo el mundo, las empresas y sus empleados se preguntan en qué medida quieren volver a como funcionaban previo a la pandemia. (Lea: En 2021, el mercado de oficinas presentará grandes cambios)Algunas empresas están adoptando, o al menos aceptando, una configuración híbrida de oficina-casa, lo que permite a los trabajadores una mayor flexibilidad y un menor tiempo de transporte. Otros han adoptado una semana laboral de cuatro días, a menudo con éxito, al parecer, y dos tercios de los empleadores informan una mayor productividad. El coronavirus también ha acelerado el giro hacia la automatización. Alguna vez los robots fueron percibidos como enemigos de los trabajadores; ahora también son vistos como una forma de reducir la interacción humana que facilita el contagio. En el corto plazo, uno de los factores más importantes para determinar el futuro del trabajo será el despliegue mundial de vacunas. Para muchos trabajadores, el regreso a la oficina (y los concurridos medios de transporte y los lugares para almorzar cerca) no será una opción viable hasta que se haya inoculado a más personas. Pero la implementación no responderá completamente a las preguntas ¿dónde, cuándo y cómo deberíamos trabajar cuando todo esto termine? CIFRASEl número de anuncios laborales que mencionan una semana laboral de cuatro días se ha triplicado en los últimos tres años, según ZipRecruiters 64%: el aumento en los pedidos de robots en EE.UU. durante el cuarto trimestre de 2020, en comparación con el año anterior.50%: La proporción de empleados de Facebook que Mark Zuckerberg dice que podría trabajar desde casa durante la próxima década. ¿Por qué es importante? Cambiar la forma en que trabajamos tendrá consecuencias para los mercados laborales, los precios de las propiedades, las acciones tecnológicas, los sistemas de transporte, el bienestar personal y muchas otras cosas. El trabajo remoto permanente, por ejemplo, tiene el potencial de mejorar los balances corporativos (se requiere menos espacio de oficina), y también reestructurar las ciudades en las que vivimos (si quiere más espacio para su familia puede mudarse a los suburbios o al campo). Desdibujar las barreras entre el hogar y el lugar de trabajo también podría tener implicaciones para nuestras horas de trabajo individuales. Si bien podríamos pensar que al no tener que tomar un transporte tendríamos más tiempo libre, permanecer en casa podría alargar nuestra jornada laboral, según una investigación. No obstante, también hay señales de que trabajar desde casa puede favorecer la productividad. Algunos han advertido que un modelo de trabajo hibrido, aunque deseado por muchos, en realidad parece ser el ""peor de ambos mundos"".El tema del trabajo remoto ha dividido la opinión. El director ejecutivo de Goldman Sachs, David Solomon, por ejemplo, lo ha tildado de ""aberración"" y ha dicho que ""no es una nueva normalidad"", mientras que Mark Zuckerberg lo ve como una opción a largo plazo para muchos empleados de Facebook. En este momento, si las oficinas reabren sus puertas rápidamente, parece probable que muchos aspectos de nuestra vida laboral ""vuelvan"" a las normas previas a la pandemia, aunque es poco probable que ciertas características, como una mayor automatización, se reviertan. Pero cuanto más se prolongue la crisis del covid, más cómodos se sentirán los empleados desempeñando sus funciones de formas nuevas y diferentes que podrían no estar dispuestos a abandonar en el futuro. Por ahora, el gran experimento global del trabajo desde casa continua. Bloomberg",Portafolio
3,Dólar cayó y cerró por debajo de los 3.700 pesos,2021-04-28,"
El dólar en la Bolsa de Valores de Colombia cayó 18 pesos y se negoció en un precio promedio de 3.699 pesos. La divisa regresó a las pérdidas, luego de que en la jornada anterior subiera 58 pesos y rompiera la barrera de los 3.700 pesos.Así las cosas, en lo que va de la semana, la divisa estadounidense acumula una ganancia de 59 pesos, pues abrió el lunes en un precio de 3.640 pesos.
",Portafolio
4,Gobierno dice que estaría dispuesto a hacer 'cirugía' a la tributaria,2021-04-28,"
En una entrevista radial, Juan Alberto Londoño, viceministro de Hacienda, señaló que el Gobierno está dispuesto a bajar el monto de recaudo de la reforma. Además, también dijo que revisaría si elimina el IVA a servicios públicos a estratos 4, 5 y 6.
Los anuncios se dan en  medio del descontento que hay por parte de algunos sectores con la reforma tributaria, razón por la cual se confirmó que se hará algunos cambios. LOS AJUSTESEn la entrevista, Juan Alberto Londoño, viceministro de Hacienda, dijo que el Gobierno estaría dispuesto a bajar el monto de recaudo de la reforma de $23,4 billones a $18 billones o $20 billones. Asimismo, dijo que estarían dispuesto a quitar el IVA a servicios públicos y revisar la tarifa del impuesto a la gasolina. También manifestó que se mantendría la categoría de exentos a los productos de la canasta familiar. Según Londoño, será necesario proteger las principales fuentes de recursos para poder financiar los programas sociales, como Ingreso solidario.",Portafolio
5,"Verse como una sola gran economía, el plan de Alianza del Pacífico",2021-04-28,"
La Alianza del Pacífico, que este miércoles cumple diez años de la Declaración de Lima que le dio origen, nació con el ""ambicioso"" plan de que sus integrantes (Chile, Colombia, Perú y México) pudieran ser vistos por el mundo ""como una sola gran economía"", influyente y poderosa.Así lo explicó a Efe Eduardo Ferreyros, exministro de Comercio Exterior peruano quien en 2011 fue uno de los creadores de la iniciativa, impulsada por el entonces presidente, Alan García (1985-1990 y 2006-2011).
Ferreyros también resaltó que desde su concepción, la Alianza tuvo otro objetivo bien claro: penetrar en los mercados asiáticos. ""Los objetivos ambiciosos, sin perder soberanía nacional ni nada, eran los de llegar a tener una presencia mundial como una misma economía, en términos de comercio e inversiones"", indicó el exministro.Ese ""sueño"" se basa en el hecho de que, salvo México, ""de forma independientemente, los países del grupo somos economías pequeñas"".""Pero integrados los cuatro, con acuerdos conjuntos frente a un mundo que nos estuviera viendo como una gran economía, la octava economía global, estaríamos en condiciones de influir conjuntamente en la toma de decisiones de las reglas mundiales de comercio"", razonó Ferreyros.Más allá de esto, el otro objetivo era poder acercarse de manera conjunta a mercados lejanos como los asiáticos, un espacio donde claramente ""es más fácil acercarse juntos que hacerlo solos"", por más que los países miembros de la Alianza ya mantengan acuerdos bilaterales de comercio con las potencias asiáticas.A juicio de Ferreyros, tras diez años de trabajo conjunto, el ""proceso sigue avanzando"", si bien ""lamentablemente"" ha sufrido una desaceleración con la pandemia de covid-19, algo que espera que ""pronto se pueda superar o reacomodar"" para seguir adelante.""Hay que tener claro que aquí lo que se buscan son encadenamientos productivos. Para exportar cobre no se necesita un tratado de libre comercio (TLC). Eso se usa para exportar productos con valor agregado. Con o sin TLC, Perú seguiría vendiendo cobre a China o Asia en general, que son un gran mercado. No se hacen estas cosas para exportar lo mismo, sino para exportar con valor agregado"", explicó.A su juicio, lo importante ahora para el futuro de la Alianza del Pacífico es terminar ""las asociaciones"" con otros países, como Ecuador, Canadá o Singapur, todos interesados en profundizar sus lazos con la organización y poder así seguir avanzando en estos planes.""Por ejemplo, las industrias tecnológicas aún no engancharon, pero será ideal que empresas asiáticas puedan instalarse aquí. Con reglas de acumulación de origen, se podría empezar a exportar tecnología"", apuntó Ferreyros. En cualquier caso, y pese a cumplir diez años, para el exministro la Alianza es una iniciativa ""todavía en crecimiento, joven y con gran futuro"".EFE",Portafolio
6,Protestas en Colombia: inician movilizaciones en las ciudades,2021-04-28,"
Desde las primeras horas de este miércoles 28 de abril, en las principales capitales del país se empiezan a dar las concentraciones de manifestantes para el paro nacional convocado en contra de la reforma tributaria propuesta por el Gobierno Nacional.
Cali, Medellín, Bogotá, Barranquilla y Bucaramanga, son algunas de las ciudades que en la mañana de este miércoles ya registran concentración de manifestantes.LAS MARCHAS EN MEDELLÍN Una de las concentraciones en Medellín se inició a las 6: 00 de la mañana, se trata de una caravana desde el Sena del barrio Pedregal (norte de la ciudad) hacia el Parque de los Deseos, lugar de concentración y donde parte la marcha en dirección al parque de El Poblado. ""Duque ya empezó con ese decreto 1174 y en materia de reforma tributaria, la más regresiva de todas, con la aspiración del Gobierno de favorecer como siempre a las grandes empresas y el capital financiero y cargas de la clases medias hacia abajo la responsabilidad de los rigores de la pandemia, después de una crisis que traíamos desde antes"", explicó Jaime Montoya- Presidente de la CUT -Antioquia.De otro lado, habrá una movilización estudiantil en la que diferentes IES de la ciudad convocaron a una concentración y posterior movilización hasta Punto Cero (sector de Robledo), para encontrarse con la movilización general. Esta tendrá como punto de encuentro el Instituto Tecnológico Metropolitano (ITM), a las 7 de la mañana. También, como en otros lugares del país, convocaron a un cacerolazo en casa, a las 7 de la mañana, por lo que los participantes subirán imágenes con el numeral #ParoNacional y #AntioquiaDespierta.Los protestantes comienzan a reunirse en el Parque de las Luces, que es uno de los principales sitios de concentración.BARRANQUILLAMientras tanto, los colectivos organizadores del paro nacional en Barranquilla, programado para este miércoles 28 de abril, no dan su brazo a torcer y continúan preparando los pormenores de la manifestación.La idea sigue su curso y, al parecer, con más firmeza, pese al pedido de las autoridades nacionales, especialmente del Minsalud, de aplazar las concentraciones planeadas ante la permanencia del tercer pico del covid-19 y el riesgo de nuevos contagios.En la capital del Atlántico, hay dos bloques de organizadores: los del comando departamental, en el que están los sindicatos de trabajadores y docentes; y lo que se lidera desde el sector juvenil, teniendo como idea articularse en la Plaza de la Paz.Uno de los sectores que se ha unido a las intenciones de la manifestación es la Asociación de Educadores de Barranquilla (Adeba), cuyo presidente José Ignacio Jiménez aseguró que van a tener en cuenta todas las medidas de bioseguridad “como responsables de la vida”.CALI LE MADRUGÓ A LA JORNADA Ante los desmanes registrados durante la mañana de este miércoles en medio de las manifestaciones en contra de la reforma tributaria en Cali, el alcalde de la ciudad, Jorge Iván Ospina, señaló que adelantará el toque de queda, inicialmente puesto a las 8 de la noche, para la 1 p.m.Desde la madrugada, los manifestantes en Cali realizaron varios plantones contemplados durante los últimos días. Carlos Alberto Rojas, secretario de Seguridad y Justicia de Cali, apuntó que este martes se instalará el Puesto de Mando Unificado desde donde se monitoreará la jornada de protestas. Usuarios a través de redes sociales reportaron la caída de Sebastián de Belalcázar, al oeste de la capital vallecaucana, como parte de las manifestaciones de los ciudadanos.Hacia las 6:15 de la madrugada circularon fotos y videos en los que se aprecia cuando la estatua se tambalea de su pedestal, en el cual está grabado el escudo de armas de Santiago de Cali.El sitio es conocido como Mirador de Sebastián de Belalcázar. El secretario de Seguridad del Distrito dijo que se conoció ese acto y se envió personal de la Secretaría de Infraestructura al lugar.En la acción habrían participado integrantes de comunidades indígenas, según las imágenes. Policías intentan evitar el acto, pero no pueden ante la cantidad de personas que usan sogas para el derribamiento.Desde las 4:00 de la madrugada se presenta una concentración en ambos sentidos de la autopista a Yumbo. A la misma hora llegaba la protesta a la carretera que lleva al norte del Cauca.Los dos puntos son de alto movimiento por la localización de zonas industriales. No pocos viajeros en vehículos de servicio público buscaban alternativas para seguir sus caminos entre esas ciudades en la salida a la carretera Panamericana y en límites de Valle y Cauca.Mientras tanto, se iniciaba la llegada de manifestantes en otros cuatro puntos de la capital vallecaucana: Hospital Universitario del Valle, Paso del Comercio en la salida a Palmira, Portada al Mar, en la ruta a Buenaventura; Cascada Loma de la Cruz, en la calle Quinta; Puerto Rellena; Instituto Colombiano de Bienestar Familiar.Los líderes de la jornada de paro nacional declinaron la propuesta del alcalde Jorge Iván Ospina de posponer las protestas con el fin de preservar la vida por el panorama del covid-19 en la ciudad.Hacia las 8:30 a. m. en cuatro sitios de Cali se presenta derribamiento de fotomultas. Además, un bus del MIO fue objeto de vandalismo en la autopista Sur, sector de Confandi El Prado.Algunas personas, además, aprovechan para cometer hurtos en locales comerciales de la avenida Simón Bolívar.En la Terminal de Transportes fue suspendido el despacho de buses a todos los servicios intermunicipales, dijo Ivanov Russi, gente de esa entidad.JORNADA DE PARO EN CARTAGENA En Cartagena, sindicatos y organizaciones sociales se movilizan masivamente como protesta contra la reforma tributaria y la crisis económica y social del país.La primera marcha ya se inició en la zona industrial del Mamonal. Llegará hasta el CAI de Ceballos y luego se interna en la Transversal 54 hasta el sector de Manga. Luego los manifestantes ingresarán al barrio Getsemaní por la Calle Larga para culminar en el Centro Histórico de la Ciudad Heroica.El gremio de los taxistas se moviliza en Turbaco y desde allí se movilizarán hasta el Centro Histórico de la capital de Bolívar.MOVIDA EN BUCARAMANGA En Bucaramanga aún no inician las concentraciones. Según informaron los organizadores, se tienen programadas para las 9 de la mañana, cuando se realizará una caravana en vehículos desde el sector de Provenza y posteriormente una concentración en la Puerta del Sol. Metrolínea informó que hasta el momento está operando con total normalidad en todas sus rutas.EN EL EJE CAFETERO Las centrales de trabajadores de Manizales y Caldas tienen lista la convocatoria ciudadana para las protestas de este 28 de abril.Manizales tendrá tres lugares de concentración: el arco de la Universidad Nacional, frente al Estadio Palogrande a las 9:00 de la mañana; en el Parque de la Mujer a las 10 y a las afueras del Palacio de Justicia a las 5:00 de la tarde.En la mañana, los manifestantes caminarán por la avenida Santander hasta la Plaza de Bolívar donde harán un plantón.“Desde el Comité de Unidad se programó un equipo de logística que va a estar encargado de todos los protocolos de bioseguridad, se recogieron alrededor de dos mil tapabocas quirúrgicos, de manera que todos podamos tener doble protección”; aseguró José López de la Confederación de Trabajadores de Colombia en Caldas.En Villamaría, el municipio más cercano a la capital, la jornada iniciará a las 2 de la tarde en el parque central.A su vez, centrales obreras y ciudadanía de Risaralda dieron comienzo a la jornada desde las 5:30 a. m. desde distintos puntos.Se ha citado a la comunidad en puntos como el parque Guadalupe Zapata de Cuba, en el CAM de Dosquebradas y en el parque de Álamos.De otra parte, moteros de la zona tienen previsto para las 7:30 a. m. un plan tortuga desde el parque Olaya Herrera y por las principales vías del área metropolitana. De igual manera, los docentes del departamento lo harán a la misma hora desde el CAM de Dosquebradas. La barra del equipo de la ciudad, el Lobo sur, también confirmó su presencia en las manifestaciones, citó a sus integrantes a las 11:30 de la mañana en el parque de Las Banderas.Las marchas tendrán como destino la Plaza de Bolívar, donde esperan reunirse con otros grupos sindicales que empezarán a caminar desde la calle 35 con carrera quinta.Para la tarde también se tienen previstas algunas actividades. A partir de las 2:00 de la tarde se tiene programada una gran concentración en la Plaza de Bolívar de Pereira con actividades culturales y pedagógicas. Los líderes de los movimientos han manifestado que el único requisito para asistir es conservar los protocolos de bioseguridad.Entre tanto, en municipios como La Virginia y en Santa Rosa de Cabal convocaron a la comunidad en sus parques principales.Nación ",Portafolio
7,"
Así puede aplicar a las nuevas ofertas de trabajo de Arturo Calle",2021-04-28,"

La empresa colombiana de confección y venta de prendas masculinas Arturo Calle publicó recientemente en LinkedIn una serie de ofertas de trabajo para profesionales y tecnólogos que se encuentren en las ciudades de Bogotá, Medellín, Rionegro y Pasto.Estas abarcan el área administrativa, atención al cliente o ventas. De igual manera, para todas se ofrece un tipo de contrato a término indefinido con prestaciones sociales.(Lea también: Arturo Calle busca jóvenes sin experiencia para prácticas). 



Facebook
Twitter
Enviar
Linkedin




Las vacantes ofrecen un contrato a término indefinido.

Foto:
cortesía Fotoriviera

Estas son las vacantes que tiene actualmente Arturo Calle:Analista de compras

Lugar: Bogotá.
Estudios: Profesional en administración de empresas, ingeniería industrial, negocios internacionales o carreras afines.
Experiencia: Mínimo 1 año de experiencia en cadena de abastecimiento; gestión de compras de materias primas y textiles; manejo de proveedores; elaboración de órdenes de compra y seguimiento a las mismas; y manejo de indicadores de gestión.
Es deseable que tenga manejo en SAP.
Puede aplicar aquí.Ejecutivo de cuenta

Lugar: Pasto.
Estudios: Profesional, tecnólogo, técnico en mercadeo, administración o carreras afines.
Experiencia: Experiencia superior a 2 años en el área de negocios corporativos, experto en costos, jurídica, licitaciones, diseño, producción, planeación, bodega, servicio al cliente, toma de talla, conocimiento de telas y composiciones textiles.
Conocimientos: Manejo de clientes, comunicación efectiva, planificación y organización.
Es deseable que tenga carro.
Salario: Salario base más comisiones y rodamiento.
Puede aplicar aquí.Director comercial Colore

Lugar: Bogotá.
Estudios: Profesional en administración de empresas, mercadeo, carreras administrativas y/o afines.
Experiencia: Experiencia mínima de 5 años en cargos de coordinación o jefatura del área comercial, específicamente en el manejo de puntos de venta.
Conocimientos: Servicio al cliente, 'merchandising', distribución de producto, indicadores comerciales, administración de personal en las tiendas, manejo de presupuestos de ventas.
Es deseable que tenga manejo en SAP.
Puede aplicar aquí.(Le puede interesar: ¡Trabajo sí hay! Epa Colombia abre nueva convocatoria de empleo). Sastre

Lugar: Rionegro, Antioquia.
Estudios: Conocimiento y experiencia en manejo de máquinas de confecciones.
Labores: Realizar arreglos de sastrería que requiera el cliente, apoyo en labores comerciales y oficios varios.
Puede aplicar aquí.Asesor comercial

Lugar: Medellín.
Estudios: Bachiller.
Requisitos: Ser mayor de edad.
Conocimientos: Servicio al cliente, ventas directas y/o alternativas.
Labores: Soportar el proceso de ventas; apoyar la organización, cuidado, mantenimiento del punto de venta y del producto; y mantener siempre con la mejor sonrisa y actitud.
Puede aplicar aquí.Planeador de abastecimiento

Lugar: Bogotá.
Estudios: Profesional en ingeniería industrial, administración de empresas y/o carreras afines.
Experiencia: Mínimo 2 años de experiencia en planificación, compras y producción deseable en el sector retail.
Conocimientos: Manejo en Excel.
Labores: Garantizar que la consecución de materias primas, productos confeccionados y productos comprados estén acordes a las políticas y directrices de inventarios fijadas por la compañía.
Puede aplicar aquí.(Siga leyendo: Estas plataformas le ayudarán a buscar trabajo en Bogotá). Tendencias EL TIEMPO

",El tiempo
8,"
La empresa colombiana que más cuida la felicidad de sus empleados",2021-04-28,"

¿Qué tan felices son los empleados en una empresa? ¿cuáles son las empresas que más se preocupan por la felicidad y el bienestar de sus empleados?Lea también: Superindustria no ve conveniente la alianza entre Bavaria y Coca ColaLa consultora LIVE 13.5° - Expertos en Felicidad Organizacional lanzó el primer Ránking de Empresas Heroínas en Latinoamérica*, con las empresas que más cuidan el bienestar y la felicidad de sus empleados.Según esta compañía, las características de una 'Empresa Heroína' son: - Cuidan el bienestar y la felicidad de sus colaboradores.- Ofrecen seguridad y salud psicosocial a sus colaboradores, logrando un equilibrio e impacto positivo en sus esferas física, mental, emocional, espiritual y financiera.- Logran ser resilientes, saludables, positivas, productivas.- Promueven un entorno organizacional favorable que contribuya al desarrollo y crecimiento de sus colaboradores.- Impactan positivamente a la sociedad con diferentes iniciativas que contribuyen a un mundo mejor y más feliz.- Se adaptan rápidamente al cambio de forma positiva y creativa.- Mantienen o fortalecen un clima laboral positivo, colaborativo y de confianza.- Generan una imagen positiva ante la sociedad.- Innovan y se reinventan ante los retos.Le sugerimos: Así ha cambiado la imagen de estas reconocidas marcas colombianasLas empresas que más cumplen con lo mencionado anteriormente se pueden llegar a catalogar como 'Empresas Súper Heroínas', una distinción que solo lograron dos compañías en Colombia.Las empresas participantes se dividieron en categorías según su número de empleados. Además, según su porcentaje o puntaje obtenido, fueron catalogadas como 'empresas en camino a Ser Heroínas' (puntaje de menos del 65%), 'empresas Heroínas' (puntaje de 66 % a 89 %) y 'empresas Súper Heroínas' (puntaje de 90 % o más).Le puede interesar: 67,6 % de firmas de EE.UU. en Colombia, listas a vacunar trabajadoresEn el ránking de empresas de 20 a 50 colaboradores, el primer puesto fue para Grupo Oaklife México. En ese listado, el cuarto lugar lo ocupa una empresa colombiana. Se trata de Fit Ideas, que recibió la distinción de 'Empresa Heroína' con un puntaje de 86 % y que trabaja en la construcción de sistemas principalmente para el sector financiero, desde integración con cores a desarrollo de canales electrónicos.En la segunda categoría, empresas de 51 a 200 colaboradores, el primer puesto fue para la colombiana Núcleo Constructora. Esta fue la compañía nacional con mayor puntaje en general: 96 %. Recibió la distinción de 'Empresa Súper Heroína'.Le recomendamos: Las empresas más innovadoras del mundo para este 2021En esa misma categoría, la empresa colombiana de logística y transporte TSP Sánchez Polo recibió un puntaje de 84 % y se instaló en el quinto puesto. Baterías Willard logró el octavo puesto, con 83 %. Por su parte, Payvalida, con 76 %, quedó en el puesto número 15 y el Centro Jurídico Internacional se ubicó en el lugar 18, con 74 %.Por su parte, en la tercera categoría (empresas de 201 a 500 colaboradores) figura solo una colombiana: Alphacredit, que logró el puesto número 13 con 67 % de puntaje.Lea también: Formulan cargos a aerolíneas por cláusulas que perjudican a usuariosY en la categoría para las empresas con más de 500 colaboradores fueron reconocidas dos colombianas. Profamilia se quedó con el segundo lugar y logró la distinción de 'Empresa Súper Heroína', con un puntaje de 90 %. Finsocial se ubicó en el cuarto lugar, con 86 %.* El ránking de la consultora tuvo presencia en 12 países de Latinoamérica (Colombia, Costa Rica, Panamá, Guatemala, El Salvador, Ecuador, República Dominicana, Nicaragua, Argentina, Chile, Perú y México) y más de 300 empresas estuvieron interesadas en participar. 94 compañías cumplieron con los requisitos para la inscripción.ECONOMÍA Y NEGOCIOSRecomendados de EconomíaCargos de la SIC por fallas en venta de boletas en tuboleta.com¿Cuáles son los cinco pecados capitales de esta reforma tributaria?‘Tenemos que pensar en reformas tributarias para toda la región’: BID

",El tiempo
9,"
Superindustria no ve conveniente la alianza entre Bavaria y Coca Cola",2021-04-28,"

La alianza estratégica y comercial que estaba planteada entre Bavaria, Coca Cola y varias empresas filiales de estos dos gigantes de las bebidas en el país no podrá llevarse a cabo, toda vez que la Superintendencia de Industria y Comercio, a través de la Resolución 23.569, decidió decirle no a esa iniciativa por las implicaciones que esta traería en materia de competencia del mercado, dado el tamaño de ambas compañías.(Lea también: ‘Congreso y Gobierno pueden llegar a la mejor solución’: Iván Duque)""A pesar de que esta Superintendencia reconoce que la alianza proyectada entre las Intervinientes puede generar eficiencias derivadas de los ahorros en costos, encuentra que los beneficios que se obtendrían pueden no compensar los posibles efectos restrictivos de la competencia que se producirían en los mercados afectados"", señala la mencionada resolución.(Le puede interesar, además: La reforma mejora la equidad y asegura la recuperación: FMI)Y agrega que en la actualidad ciertos mercados de bebidas tienen altas barreras de entrada y expansión para actuales y potenciales competidores, principalmente en lo que respecta a la producción, distribución y comercialización.Por eso, la SIC señala que si se llegara a presentar esa alianza entre dichas compañías se incrementarían esas barreras de entrada y de expansión en los mercados de bebidas alcohólicas y no alcohólicas en Colombia, entre otras razones.Advierte el ente de control en la citada resolución que la significativa participación y poder de Bavaria en el mercado de las cerveza y la participación significativa de Coca Cola en las bebidas no alcohólicas, la combinación del portafolio de productos de estas compañías, la recordación de sus marcas, la capacidad de inversión, la unión de las redes  de distribución y comercialización, y las condiciones de ventas de las dos empresas, llevarán a que el ente integrado cuente con un fuerte poder de negociación, que le permitiría excluir a la competencia de los diferentes canales de venta, toda vez que estaría a salvo de cualquier presión competitiva más allá de la que podría presentar Postobón.ECONOMÍA Y NEGOCIOS

",El tiempo
