,titulo,fecha,texto,periodico
0,El ICA agiliza trámites para exportar más,2021-04-20,"
Colombia sigue ganando terreno como un país que goza de buena salud animal y vegetal. Este reconocimiento es el resultado de una estrategia articulada entre el Gobierno, la academia, los gremios y los productores del campo.(El ICA tiene nuevo plan para expedición de guías). 
Los avances en esta materia se reflejan en el incremento de admisibilidad de los productos colombianos en mercados internacionales, que en los últimos dos años suman 18 certificaciones, y se busca llegar a 48 hasta el 2022.La gerente del Instituto Colombiano Agropecuario (ICA), Deyanira Barrero León, asegura que a pesar de la estabilidad lograda en materia sanitaria, es necesario mantener la guardia frente a aftosa, brucelosis, peste porcina, fusarium R-4 del banano, el “dragón amarillo” de los cítricos y la “punta morada” de la papa, entre otras amenazas. ¿Cuál es el estado de la sanidad animal y vegetal del país? En materia vegetal, seguimos trabajando en el control del fusarium R-4, que mantenemos aislado en La Guajira, pero que acaba de ser descubierto en Perú. Eso nos genera una nueva alerta, y por eso hay que continuar con las medidas de bioseguridad en los cultivos. Seguimos prestando vigilancia permanente en el sector. En la reciente asamblea de Augura declaramos la zona del Urabá, que comprende 13 municipios, como libre de fusarium R-4. (Requerimiento del ICA para viajar al exterior con mascotas). Con el “dragón amarillo” de los cítricos (una enfermedad producida por un insecto) el año pasado tuvimos dos alertas en predios de la costa. Aislamos la zona y tomamos medidas de prevención para que no se extienda al resto del país. También hubo una alerta por el mal de “la punta morada de la papa” (una enfermedad emergente a nivel mundial que ataca al tubérculo y es producida por un insecto), y que hace unos meses fue detectada en cultivos de Nariño. Estamos trabajando en la aplicación de las medidas recomendadas para aislar la zona e impedir su propagación a nuevas explotaciones. ¿Y cómo estamos en sanidad animal? Estamos revisando el tema de brucelosis bovina, junto con Agrosavia, porque hemos detectado que predios que llevaban muchos años libres de la enfermedad están volviendo a registrar casos positivos, a pesar de que los animales han sido vacunados. El año pasado hicimos un estudio de prevalencia de la enfermedad, y vamos a realizar una zonificación para aplicar medidas sanitarias diferenciadas. Estamos pendientes de expedir la resolución para la definición de las medidas. ¿Qué ha pasado con la fiebre aftosa? El país sigue libre de la enfermedad y mantenemos nuestros ciclos de vacunación. Es más, estamos a la espera de una noticia positiva que consiste en que los únicos dos territorios del país que nunca han contado con esta certificación, ahora la podrían tener. Se trata de una franja de 15 kilómetros de los departamentos de Arauca y Vichada, y el municipio de Cubará (Boyacá). Y hay otra zona de Norte de Santander. En 2020 presentamos estos dos territorios ante la Organización Internacional de Sanidad Animal (OIE) para que incorpore estas dos áreas en la certificación de libre de aftosa con vacunación. En la última semana de mayo sabremos si ese organismo las reconoce como áreas sin la enfermedad. Y seguimos presentando los informes anuales a la OIE para confirmar que no hay circulación viral de la aftosa en el país. ¿La peste porcina clásica está controlada? Sí. Y hay una buena noticia. El país tiene el 65% de la actividad porcícola certificada como libre de la enfermedad, pero en mayo pasaríamos al 95% del territorio libre, como nos lo ha señalado la OIE. Esto es muy favorable para avanzar en la ruta exportadora que tiene el sector. ¿Qué expectativas tiene Colombia de seguir avanzando en la admisibilidad a nuevos mercados con productos animales y vegetales? Las expectativas son positivas. Nos propusimos conseguir la admisibilidad para 48 productos agropecuarios, y hemos logrado 18 (7 del sector agrícola y 11 del pecuario), pero muchos de estos trámites están en curso, y estamos seguros de que vamos a cumplir la meta. Tenemos varios procesos en marcha: acceso al mercado de República Dominicana para la exportación de naranja dulce y esquejes de flores (crisantemos); en aguacate hass está prácticamente listo el acceso a Corea del Sur; además está en proceso el trámite de admisibilidad de cítricos a Japón y China. En el área pecuaria, avanzamos en la certificación de acceso de carne de res y animales vivos a Indonesia. También estamos trabajando en este propósito con China, país que tiene pendiente la visita a las fincas ganaderas y a las plantas de sacrificio (frigoríficos). Esto se ha demorado debido a situación generada por la pandemia del covid-19. ¿Cuál ha sido el impacto de la pandemia en la situación fitosanitaria del país? Ha tenido efectos positivos y negativos. El efecto positivo más importante radica en que la situación vivida desde marzo del año pasado nos llevó a acelerar los trámites digitales, que era un proceso que estábamos implementando, pero que se agilizó debido a las circunstancias. Estamos entregando certificaciones electrónicas para importaciones y exportaciones y ya entramos en el mundo de los códigos QR para muchas cosas. El impacto negativo radica en que algunas de las visitas de verificación de las comisiones técnicas de los países a Colombia para corroborar la sanidad de cultivos y actividades pecuarias, se han aplazado debido a las restricciones de movilidad establecidas a nivel global.​​",Portafolio
1,El salto que Colombia debe dar en materia de eficiencia energética,2021-04-20,"
Aunque Colombia no tiene una energía costosa, en comparación con otros países, sí debe romper ciertos paradigmas, en especial en sus diferentes sectores industriales, para hacer un uso más eficiente de los recursos y consumos, lo cual se traduce en importantes ahorros.Sin embargo, el cambio tecnológico que posibilita dicho quiebre de esquemas debe estar acorde con el económico, para que las inversiones que se hagan puedan, definitivamente, generar transformaciones medioambientales significativas, incluyendo la adopción de fuentes como la biomasa, por ejemplo, cuyo tiempo de retorno de inversión es mucho menor que el otras energía limpias, y sustituto natural del carbón, elemento que sigue siendo uno de los generadores más empleados por país. “Colombia necesita efectuar implementaciones y contar con operadores y transformadores ecológicos expertos, que lo lleven a consumir de forma más eficiente y sostenible, mejorando los niveles de consumos de energía”, manifiesta Pablo Aledo, Director de Desarrollo de Negocios de Veolia para Colombia y Panamá.Además, lo ideal es que dicha eficiencia energética se dé acompañada por el uso de energía renovables, como la solar fotovoltaica, la eólica o la ya mencionada biomasa. “Nuestra infraestructura operativa nos permite presentarnos ante industrias y gobiernos locales como un aliado que les ayude a consumir energía de una manera más consciente, siendo lo ideal acudir a fuentes limpias y cuya huella de carbono sea mucho más baja”, señala el ejecutivo de Veolia. 
VEOLIA
Energía desde un solo puntoAquí es en donde entran en juego los distritos térmicos, definidos como centrales de producción de energía térmica o eléctrica, y distribución a clientes finales con base en necesidades específicas.“Somos uno de los mayores operadores de distritos térmicos, con más de 500 de ellos en todo el mundo y en Latinoamérica, incluyendo uno en Colombia, construido en Medellín”, explica Pablo Aledo, Director de Desarrollo de Veolia Colombia.Desde esta instalación, Veolia les provee el servicio a edificios gubernamentales y  empresas privadas, con base en el gas natural, que resulta ser más limpio que otros combustibles fósiles, proporcionandoles aire acondicionado y energía eléctrica de una forma mucho más eficiente y sostenible.El director de desarrollo de negocios de la empresa afirma que la mayor  eficiencia energética  para que las industrias o los estamentos públicos, incluso municipios o ciudades, generen sostenibilidad es apostar por estas opciones centralizadas,  más confiables y a futuro una apuesta para el entorno. 
Seguimiento y control de consumoEsa centralización tiene otras ventajas, que terminan por verse reflejadas en eficiencias económicas, con menos gastos relacionados con el mantenimiento y la operación.Pero la tecnología que más les ayuda a industrias, empresas y entes públicos a alcanzar importantes niveles de eficiencia en el consumo energético es el monitoreo.“Nuestro sistema (Hubgrade) permite hacer seguimiento online de la calidad de todas las operaciones relacionadas con energía, agua  o residuos, y entregarles a los clientes mediciones permanentes de los indicadores que quieran definir según sus necesidades”, dice Pablo Aledo.Por otra parte, la medición de parámetros de consumo energético y uso de los recursos permite definir mejoras con base en estadísticas reales.
VEOLIAUn ejemplo tangible de los beneficios de la monitorización es el aire acondicionado. Que una gran superficie (edificio, centro comercial o ‘retail’) o un hotel cuenten con este tipo de controles posibilita ambientes con mejores calidad de aire, y una reducción significativa en los riesgos de contagio, para el caso del coronavirus.“Además, con nuestro centro de monitoreo, les ayudamos a los clientes a dar un salto de valor hacia la transformación digital. Esa es otra de las ventajas que ponemos en el mercado”, destaca el ejecutivo.Y agrega: “Al ser operadores, y considerando la monitorización, no solo decimos lo que hay que hacer, sino que lo ejecutamos. Todas estas herramientas de las que he hablado ya están disponibles en Colombia”. ",Portafolio
2,"Sube el nivel de ocupación UCI en el país a 76,64 %",2021-04-20,"
El nivel de ocupación de las camas de cuidado intensivo en medio del tercer pico de contagios de covid-19 sigue en aumento.(Colombia registró nuevo récord de muertes por covid). 
De acuerdo con los datos del Ministerio de Salud, la ocupación se ubica en 76,64%, mientras que el primero de abril estaba en 61,79%, es decir un crecimiento de 10 puntos porcentuales en 19 días.De los 6.187 pacientes en las UCI, 921 casos son casos sospechosos y 5.266 están confirmados.Actualmente Colombia tiene 101.106 casos de coronavirus activos y este lunes se reportaron 14.189 contagios más y 420 fallecidos, se procesaron pruebas: 62.825, de estas 47.637 fueron PCR y 15.188 de antígenos.(Bogotá mantiene ‘Pico y Cédula’ e implementa toque de queda). Hay 1.257 conglomerados en el país y en Bogotá, la ocupación de UCI para atender la covid-19 alcanzó un 83,7% es decir, hay 1.553 ocupadas de las 1.856 disponibles, mientras que UCI generales están ocupadas al 84,2%, con 2.060 camas llenas de las 2.447 totales.El panorama no es alentador para la capital del país, en donde ya se decretó la alerta roja hospitalaria y donde ya circulan las variantes británica y brasileña de la enfermedad. La ciudad entrará este martes en toque de queda de las 8 p.m. a las 4:00 a.m., hasta el próximo lunes 3 de mayo y ya suma dos semanas en aislamiento 4x3 y con medidas como el pico y cédula.",Portafolio
3,Bogotá mantiene ‘Pico y Cédula’ e implementa toque de queda,2021-04-20,"
Bogotá mantendrá el ‘Pico y Cédula’ y además implementará el toque de queda esta semana, siguiendo la recomendación del Gobierno Nacional. Así lo anunció este lunes la Alcaldía de Bogotá ante el aumento de la velocidad de contagios de coronavirus y la alta ocupación en camas UCI. (El Gobierno Nacional expidió nuevas medidas por tercera ola de covid). Así mismo, se mantiene el esquema de cuarentena 4x3 que comenzará este viernes 23 de abril y que irá hasta el lunes 26.
Según la Alcaldía de Bogotá, el toque de queda nocturno inicia desde este martes 20 abril, a partir de las 8 p.m. y hasta las 4 a.m. durante todos los días de la semana.Por su parte, la medida de 'Pico y Cédula' se mantendrá tal y como viene funcionando en la ciudad.Tal y como lo estipula la circular del Gobierno nacional, se tomará medidas adicionales en el momento que se supere el 90% de la ocupación de camas UCI, que hoy es de 84,2%.La próxima semana el Comité Epidemiológico evaluará el impacto de las medidas y determinará si se requieren medidas adicionales. “Quiero que seamos conscientes que lo que está pasando en Antioquia, de entrar en un ‘triage ético’, es porque la tercera ola está supremamente agresiva, y Bogotá está expuesta al mismo riesgo. Aunque no estamos en esa misma situación, debemos seguir actuando con mucha precaución”, resaltó la Alcaldesa, Claudia López.El domingo se registró un aumento de ocupación UCI cercano al 4%, en un solo día, es decir casi 75 camas,  “nos volveremos a encontrar con el Comité Epidemiológico Nacional el próximo lunes, excepto que lleguemos a un 90% de ocupación UCI y haríamos una reunión de emergencia con otras medidas”, indicó la mandataria.López  además hizo un llamado para que las universidades, entidades públicas y privadas y empresas, fortalezcan la implementación del teletrabajo.“Estamos literalmente entre la vida y la muerte, ante la posibilidad clara de que pueda colapsar el sistema hospitalario y pueda coparse la capacidad de camas UCI en nuestra ciudad. Las medidas anunciadas son para poder cuidar a todos los bogotanos”, puntualizó.",Portafolio
4,Colombia registró nuevo récord de muertes por covid,2021-04-20,"
Tras procesar 47.637 pruebas PCR y 15.188 de antígenos en las últimas 24 horas, el Ministerio de Salud confirmó este lunes 14.189 nuevos contagios de coronavirus con lo que la cifra total de casos en Colombia se elevó 2.667.136.Mientras tanto, se reportaron 420 fallecimientos más por covid-19, con lo que la cifra de muertes llegó a 68.748. Por su parte, el número de recuperados ascendió a 2.488.246. En Colombia hay 101.106 casos activos.
#ReporteCOVID19 19 de abril:16.748 recuperados14.189 nuevos casos420 fallecidosMuestras: 62.825PCR: 47.637Antígeno: 15.188Total:2.488.246 recuperados2.667.136 casos 68.748 fallecidos 13.907.796 muestras procesadas101.106 casos activoshttps://t.co/SiKTpTleFm pic.twitter.com/EpbhKzlZJe— MinSaludCol (@MinSaludCol) April 19, 2021 ",Portafolio
5,Impulsan corresponsales bancarios móviles y digitales,2021-04-20,"
Banca de las Oportunidades y la Agencia de Estados Unidos para el Desarrollo Internacional (USAID), a través de su programa la Iniciativa de Finanzas Rurales (IFR), lanzaron la convocatoria que promoverá el desarrollo de esquemas de corresponsalía móvil y digital, un gran avance para que trámites, productos y servicios financieros estén a la mano de los usuarios. (Lea: Pandemia disparó las operaciones financieras)Con este propósito, se acompañará a cuatro instituciones financieras en la implementación de un plan piloto que pondrá a prueba el nuevo canal que llevará servicios financieros directamente al usuario.(Lea: Corresponsal bancario podrá llegar a la puerta de la casa)
El programa es el resultado de la coordinación y capacidad de gestión para dar vida a la política de inclusión financiera del país. En este caso, la Unidad de Regulación Financiera (URF) y la Superintendencia Financiera definieron la regulación y los estándares mínimos de operación de los nuevos corresponsales; el Departamento Nacional de Planeación estableció lineamientos generales en el CONPES de Inclusión y Educación Económica yFinanciera, mientras que Banca de las Oportunidades será el ejecutor del programa y contará con el acompañamiento de Asobancaria para documentar las lecciones aprendidas en este proceso.“Accederemos a pagos, giros, recargas, retiros, depósitos y venta de seguros sin salir de casa. Vendedores de esquemas multicanal o distribuidores comerciales, sin disponer de un local fijo y gracias al uso de dispositivos móviles, nos ayudarán a construir una experiencia que sea más simple para todos”, afirmó Freddy Castro, director de Banca de las Oportunidades.​Bancos, cooperativas financieras, compañías de financiamiento o SEDPE (Sociedades Especializadas en Depósitos y Pagos electrónicos) pueden concursar para seguir apoyando a los colombianos que aún enfrentan barreras para acceder a servicios financieros. Los criterios para seleccionar a las entidades financieras serán: la pertinencia del caso de negocio y la cobertura geográfica propuesta para adelantar los pilotos, así como la capacidad de gestión del modelo de corresponsalía.​Las instituciones financieras seleccionadas harán parte de un programa que se adelantará en dos etapas. La primera estará liderada por la Iniciativa de Finanzas Rurales de USAID y comprende un acompañamiento técnico en el diseño y planeación de modelos de corresponsalía móvil y digital de las instituciones financieras, tomando como base un análisis de sus capacidades técnicas y operativas actuales, así como su caso de negocio.“Para USAID es importante seguir avanzando en mecanismos que promuevan la inclusión financiera de la población que más lo necesita y que se encuentra en las zonas más alejadas del país. Confiamos que esta iniciativa facilitará el acceso a servicios y productos financieros de manera ágil y segura. Además, al impulsar la inclusión financiera logramos reducir las brechas económicas de la población colombiana y de esta manera, construir una paz sostenible para el país”, afirmó Asdrubal Negrete, director del programa Iniciativa de Finanzas Rurales de USAID.En la segunda etapa, Banca de las Oportunidades financiará hasta la mitad del valor de la ejecución de los pilotos que se definan con las entidades participantes en la fase de acompañamiento técnico.El valor de la financiación será de máximo $500 millones por entidad financiera, que complementará el valor restante a título de contrapartida.​Esta nueva figura entra a fortalecer el esquema que ha sido el motor de la inclusión financiera en el país: los corresponsales bancarios. Dicho canal, tras 15 años de operación, llega a todos los municipios del país a través de 220.521 puntos.",Portafolio
6,Comunidad de Soto Norte acudirá a organismos internacionales,2021-04-20,"
La comunidad del municipio de Vetas, Santander, denunció que no se ha podido reiniciar el proceso de delimitación del Páramo. Sobre este caso, El tribunal durante la pandemia le ha impartido dos veces órdenes al Ministerio de Ambiente y Desarrollo Sostenible para avanzar en la delimitación, pero este sigue desacatando tales órdenes. Debido a esto, se contempla realizar tutelatones, demandas internacionales y otras acciones de presión ciudadana, pues sus familias y economía se mantienen en la incertidumbre.
El proceso de delimitación del páramo se encuentra actualmente estancado y las comunidades consideran que las actividades con el Gobierno no han dado frutos. Desde el pasado 4 de septiembre, los representantes de las comunidades de los 40 municipios involucrados en la delimitación del Páramo de Santurbán, y los representantes del Ministerio de Ambiente han venido trabajando en una serie de mesas virtuales con el ánimo de profundizar aspectos del proceso de concertación en la delimitación, así como buscar la obtención de avances sustanciales en un proceso de deliberación participativa.Para las comunidades, sin embargo, las mesas virtuales no funcionaron ni permitieron avanzar, pues no se tuvieron en cuenta los estudios técnicos, sociales y económicos (ETESA). Además, consideran que el Gobierno sigue sin dar cumplimiento a lo ordenado en la sentencia T361 de 2017. “No han estudiado nuestra propuesta, la metodología que presentan para lo que ellos llaman reunión de concertación, confirma que el objetivo es socializar la delimitación que ya tienen lista”, afirma Ivonne González, directora de Dignidad Minera.Los paramunos afectados le reclaman al Gobierno el no querer avanzar en el proceso de delimitación del páramo con excusas sobre las dificultades de continuar el proceso en la virtualidad. “Con el glifosato el gobierno sí pudo avanzar desde la virtualidad y abrir espacios con las comunidades para tomar decisiones de fondo, mientras en Santurbán se excusan en la pandemia y en problemas de conectividad (…) nosotros hemos fortalecido y demostrado nuestro deseo de participar en medio de un entorno hostil y difícil como la pandemia, demostramos poder participar de manera virtual, contrario a lo que los anti mineros y el ministerio decían”, recalca González. Igualmente, la población señala que desde el Ministerio de Ambiente se les ha estigmatizado por ser de vocación minera y no se les ha brindado garantías. “La falta de objetividad en los funcionarios del ministerio era muy evidente. Da la impresión de que ellos tienen acomodado todo a su manera y hacen los ejercicios por cumplir con requisitos nada más”, asegura Orlando Rodríguez Ramírez, exalcalde de Vetas, Santander.Ante este panorama, las poblaciones aseguran que saldrán a defender su entorno minero desde lo social y jurídico, pues les preocupa el silencio de los tribunales ante lo que perciben como incumplimientos por parte del Ministerio. Rodríguez afirma que “las medidas por la comunidad para avanzar en el tema es facilitar los medios tecnológicos, espacios presenciales, solicitudes escritas y en los medios, derechos de petición, clamores y finalmente hacer uso de las herramientas jurídicas”.Dignidad Minera también afirma que están estudiando la posibilidad de presentar una demanda ante un organismo de justicia ambiental internacional, pues los habitantes de Vetas se encuentran en riesgo de ser desplazados por la delimitación que plantea el Gobierno sin haber concertado antes con la comunidad.DEMORA EN EL PROCESO La comunidad denuncia que no se ha pensado en las comunidades y los efectos que tiene la demora de la delimitación sobre sus actividades económicas. “En el ministerio existen funcionarios que se han dedicado a obstaculizar e imponer una delimitación hecha en un escritorio en Bogotá o por satélite, sin ningún estudio serio realizado en terreno”, recalca González.Los pobladores aseguran que la incertidumbre afecta a la comunidad al no haber claridad sobre las actividades económicas que pueden realizar y sobre el desarrollo local de la infraestructura, educación, salud, sector productivo y social. Eso sin contar “la afectación psicológica y la pérdida de planes proyectos y sueños en el desarrollo de la vida de cada uno de los habitantes del páramo sin dejar de creer en nosotros mismos y en la lucha por defender nuestros derechos”, como afirma el exalcalde Rodríguez.“Este proceso ha sido indolente, el ministerio lleva 4 años y no ha sido capaz de cumplir lo que la corte le ordeno en un año, están empeñados en dilatar de manera indefinida sin importarle que los costos de este proceso los asumimos las comunidades (…) La cuna y tumba de tantas generaciones cuidando nuestro páramo,  hoy  están en peligro de desaparecer junto a nuestro pueblo, por la ambición política de unos pocos”, concluye González.",Portafolio
7,oBoticário estrena nueva tienda en Bogotá,2021-04-20,"
La marca de productos de belleza oBoticário abrió recientemente una nueva tienda en el centro comercial Parque La Colina, en el norte de Bogotá.Con esta nueva ubicación, la empresa de origen brasileño alcanza las 11 tiendas en Bogotá; aunque se espera que en los próximos años llegue a más de 30 puntos en la ciudad. Así lo asegura Luciana Alves, country manager de OBoticário Colombia.
De acuerdo con Alves, se eligió el centro comercial Parque La Colina porque “es un lugar estratégico y va en sintonía con el portafolio de productos de la marca. Además, es un punto increíble por la cantidad de personas que recibe”.oBoticário es una marca de productos de belleza enfocado en ingredientes naturales, libre de crueldad animal,  y cuenta con más de 500 productos veganos. Alves explicó durante la apertura del nuevo punto, que incluso con la recesión económica de la pandemia, la marca tiene proyectado un crecimiento en Colombia para 2021 de hasta dos dígitos por encima de la media del mercado del año pasado.  De acuerdo con la ejecutiva de oBoticário, las tiendas de la compañía ofrecen a sus visitantes una experiencia distinta a otros almacenes de belleza porque contienen una gran variedad de productos: perfumes, cuidado facial y corporal, cuidado del cabello, kits de regalo, entre otros. “Tenemos la intención de crear un parque de diversión de la belleza, hecho con mucho amor para los bogotanos”, dijo Alves. oBoticário llegó a Colombia en 2014, con su primer local en el centro comercial Titán de Bogotá. Desde entonces se ha desplegado hábilmente gracias a una mezcla de tiendas físicas, ventas por catálogo, tiendas virtuales y domicilios a través de varias plataformas digitales. La multinacional brasileña tiene más de 40 años en el mercado internacional y cuenta con más de 4.000 tiendas en el mundo. Industria de la belleza en ColombiaLa pandemia ha dejado diversas consecuencias significativas en varios sectores de la economía en Colombia. En particular, el mercado de cosméticos y belleza nacional esperaba alcanzar en 2020 una cifra de 4.171 millones de dólares. Pero las cuarentenas y cierres de almacenes en todo el país hizo que las ventas no crecieran sino que cayeran en un 6,3% frente a la cifra de 2019, según cálculos de la Andi. Factores como el teletrabajo y el uso de tapabocas causaron que en 2020 el gasto per cápita anual de cosméticos pasará de casi 200.000 pesos a 179.000 pesos. Esto representó una caída de 9,75%. Sin embargo, se pudo notar que algunos productos sufrieron más que otros, los más afectados fueron los de maquillaje. Por ejemplo, los labiales y rubores cayeron mucho más que los productos para ojos. En contraste, el mercado de productos de cuidado de la piel y el cabello ha aumentado su popularidad, no solo en Colombia sino en todo el mundo. Esto se puede explicar porque durante muchos meses no fue posible ir a salones de belleza o centros de estética, lo cual motivó a los usuarios a hacerse tratamientos en casa.",Portafolio
8,"
NH Hotel Group redujo gastos en 49 por ciento",2021-04-20,"

NH Hotel Group alcanzó en 2020 unos ingresos totales de 539,7 millones de euros frente a los 1.718,3 millones de euros obtenidos en 2019, lo que representa un descenso del 68,6 por ciento equivalente a 1.179 millones de euros. El plan de contingencia aplicado por la compañía desde el comienzo de la pandemia, centrado en preservar la caja y controlar los gastos, ha conseguido amortiguar en un 60 por ciento el efecto sobre resultados de ese drástico descenso de los ingresos. Para ello, los gastos operativos recurrentes pasaron de 1.069 millones de euros en 2019 a solo 549 millones de euros en 2020, con un ahorro del 48,6 por ciento. Gracias a ese esfuerzo, complementado por la agilidad y flexibilidad de las aperturas, la compañía ha podido mitigar en parte el impacto de la pandemia en sus cuentas, cerrando el 2020 con unas pérdidas netas recurrentes de 371 millones de euros.Para Ramón Aragonés, consejero delegado de NH Hotel Group, “el esfuerzo en la gestión y en la contención de costes nos ha permitido resistir en el peor año de nuestra historia. Hemos tomado todas las medidas precisas para llegar hasta aquí, y vamos a seguir aplicando las que sean necesarias hasta superar la actual situación.""Preservar la liquidez y controlar el gasto siguen siendo la base de nuestra estrategia. El objetivo prioritario es garantizar la sostenibilidad del Grupo y de sus marcas, porque es el único resultado válido para nuestros profesionales, clientes, proveedores, acreedores y accionistas”.La compañía extremó la contención de costos en el año, mediante la renegociación de contratos de alquiler (con un ahorro acumulado en alquileres fijos de 63,6 millones de euros en el ejercicio, lo que representa un 25 por ciento de reducción) y a través del apartado de personal (con una disminución anual del 46,7 por ciento, como consecuencia de las medidas temporales de ajuste laboral y de reducción de jornada y salario). 

",El tiempo
9,"
Cine Colombia no aceptará efectivo en la primera etapa de reapertura",2021-04-20,"

Cine Colombia anunció que no recibirá efectivo a quienes deseen comprar entradas a sus teatros como medida de bioseguridad para proteger a clientes y empleados.(Le puede interesar: ‘El mercado colombiano ha ido reaccionando’: American Airlines)De acuerdo con el presidente de Cine Colombia, Munir Falah, la restricción se adoptará en la primera etapa de la reapertura de los Multiplex.""Estoy seguro se entenderá positivamente esta medida, pues la única razón es por pensar en su bienestar"", escribió en su cuenta en Twitter.(Lea además: Un billete de 10.000, vertical y en honor a Gaitán, que nunca circuló)Cine Colombia volverá a abrir sus puertas a partir del primero de mayo, un poco más de un año después de su cierre por la crisis por la pandemia el coronavirus.El 14 de marzo de 2020 las salas de Cine Colombia cerraron sus puertas debido a la pandemia del covid-19. Desde entonces, la empresa ha tenido que adaptarse a la contingencia y las puertas de sus salas continúan cerradas.Así va la apertura de otras cadenas de cine:Además de Cine Colombia, compañías como Cinemark, Cinemas Procinal, Royal Films y Cinépolis anunciaron que reabrirán a partir del pasado noviembre.Cinemark sigue con la apertura progresiva de sus salas de cine. Hasta el momento, las ciudades en donde se han abierto las puertas al público son Pasto, Bogotá, Pereira, Palmira, Neiva, Armenia y la última fue la de Manizales, que reabrió el pasado 21 de enero.Cinemas Procinal, por su parte, que implementó desde octubre tres pilotos para retomar su actividad, comenzó en noviembre con el retorno de 11 de sus 16 teatros en Colombia, siendo Medellín el único en pausa.(No se pierda: Lo que debe tener en cuenta para regresar con bioseguridad a los cines)Los protocolos de bioseguridad:En octubre pasado, a través de la resolución 1746, el Ministerio de Salud había revelado los parámetros de bioseguridad para la prevención de la transmisión del covid-19 en salas de cine, teatros, autocines y autoeventos, que ahora vale la pena recordar.Cabe destacar que al ser lugares cerrados en los que se aglutina un número importante de personas, los cines y los teatros son considerados por las autoridades de salud y las investigaciones científicas como de alto riesgo para la transmisión del nuevo coronavirus Sars-CoV-2.En el documento, el Ministerio indica la disposición de las sillas para guardar el distanciamiento, garantizando que los espacios para cada asistente individual o para los grupos estén claramente señalizados y delimitados.

El Ministerio recuerda que el uso correcto del tapabocas es obligatorio y permanente, excepto cuando se vaya a consumir alimentos o bebidas


FACEBOOK

TWITTER

También se autorizó la venta de alimentos y bebidas de manera presencial conservando el distanciamiento físico de dos metros entre personas. Se enfatiza en que los espectadores no deben ingerir alimentos en ningún otro lugar diferente a su asiento o ubicación, ni caminando.En el caso de los autocines y autoeventos, la venta de alimentos se hará al tiempo de la compra de la boletería y estos se entregarán directamente en cada vehículo.Otras medidas a tener en cuenta son la constante limpieza y desinfección en las zonas de alto tráfico de asistentes y trabajadores, como taquillas, auditorios, sillas, baños y áreas de expendio y consumo de comidas y bebidas.El Ministerio recuerda que el uso correcto del tapabocas es obligatorio y permanente, excepto cuando se vaya a consumir alimentos o bebidas.PORTAFOLIO

",El tiempo
