,titulo,fecha,texto,periodico
0,"IVA a combustibles costaría $1,9 billones más a los consumidores",2021-04-24,"
Un tema sensible al bolsillo de los colombianos representado en un artículo de los 163 que componen el proyecto de reforma tributaria, o ‘Ley de Solidaridad Sostenible’, tiene que ver con el aumento del IVA, del 5% al 19%, que se ejecutaría en el precio de la gasolina y el diésel (ACPM).(Lea: Propuesta tributaria de la Andi apunta a recaudar $12 billones)Varios analistas consultados por Portafolio explicaron que, con este incremento del 14% en el valor de los dos combustibles contemplado en la iniciativa, el Gobierno Nacional espera recaudar poco más de $1,91 billones al año, si se tiene en cuenta que el aumento adicional le representaría a los consumidores (con base en la tarifa de abril) $597 por galón en el caso de la gasolina, y $545 por galón en el diésel.
“En cumplimiento de la sentencia de la Corte Constitucional que había declarado inexequible la base gravable para la sobretasa a los combustibles, el Gobierno Nacional está incluyendo nuevamente este artículo, lo cual generará a partir del 2022 otro aumento adicional de $38 por galón de gasolina y de $10 por galón de diésel, por efecto de la indexación que tendrán los combustibles con base en el Índice de Precios al Consumidor (IPC) y tomando como referencia que estos valores estaban fijos desde el 2008”, explicó Julio César Vera, analista del mercado de combustibles. REVERSAZOEl analista precisó que a la fecha, el consumo diario, tanto de gasolina como de diésel, es de aproximadamente 220.000 barriles por día, lo que equivale a 9,2 millones de galones por jornada.De igual manera que en la actualidad, el precio promedio del galón de gasolina en las 13 principales ciudades del país es de $8.525, valor que con el incremento del IVA al 19% podría llegar a los $9.122 por galón.“El Gobierno, cuando bajó el IVA a la gasolina y el diésel del 19% al 5% en el Plan Nacional de Desarrollo (PND), lo hizo con el objetivo de nivelar el precio nacional con el internacional, lo que fue una buena medida en su momento. Eso sí, en marzo del año pasado, al ajustar los precios a la baja en la gasolina cerca de $1.400 y en diésel de $800 (el galón del combustible estaba en un promedio de $9.376 y disminuyó a $8.038), producto de la pandemia, y sin aplicar el decrecimiento gradual del 3%, derivó en un nuevo déficit en el Fondo de Estabilización de los Precios de Combustibles desde noviembre, cuando comenzó a subir nuevamente este valor”, agregó el consultor.Las cifras del analista Vera contrastan con las de la Federación Nacional de Distribuidores de Combustibles y Energéticos (Fendipetróleo), cuyos voceros han explicado que con un incremento del 14% en el IVA para la gasolina y el diésel, el primero quedaría con un aumento adicional de $640 por galón y el segundo de $532 por galón.Razones del GobiernoEl incremento en el IVA del 5% al 19% en el galón de gasolina y diésel hace parte de la lista de propuestas que el Ministerio de Hacienda plantea en la reforma tributaria, y que es simplificar el sistema impositivo, llevando más elementos a la tarifa del 19%, y eliminando la mayoría de exenciones, dejando muy pocos con una tarifa del 5%.Así, de ser aprobada la ‘Ley de Solidaridad Sostenible’, según las cuentas de esta cartera, el valor de la gasolina y el diésel se ubicarían nuevamente en los precios registrados antes de la pandemia.Sus voceros han defendido el incremento en el IVA con el argumento de que los combustibles líquidos van en contravía del medio ambiente.Al respecto, la exposición de motivos que acompaña el proyecto de reforma tributaria, señala que “es importante tener en cuenta las externalidades negativas que genera el consumo de determinados bienes sobre el medio ambiente, como lo son los combustibles fósiles (ACPM, gasolina y carbón), el biodiesel y el alcohol carburante, entre otros. El diseño actual del IVA otorga preferencia a estos bienes cuyo consumo tiene efectos negativos sobre el medioambiente”.Por su parte, el ministro de Minas y Energía, Diego Mesa, indicó que se debe dejar en claro que solo una parte de la cadena está gravada con el 5%, que es el Índice al Productor (IP), y el margen mayorista ya está gravado con IVA a la tarifa general.“Hay que tener en cuenta también que dentro de los componentes que definen el precio de los combustibles en el país, el IVA es solo uno de ellos, por lo que no establece un aumento necesariamente alto”, señaló el Ministro.Y agregó que es importante mencionar que aún con el impuesto, los precios seguirán por debajo a los niveles de antes de la pandemia, así como la disminución histórica que se hizo en marzo de 2020, cuando el precio del galón de gasolina se redujo en $1.200 y el de diésel en $800. “Además, en Colombia existe el Fondo de Estabilización de Precios de Combustibles (FPEC), el cual busca que la volatilidad de los precios internacionales no se trasladen al usuario final”, aseguró Mesa.Alfonso López SuárezRedacción Portafolio",Portafolio
1,En 2021 se han chatarrizado 365 vehículos de carga,2021-04-24,"
El Ministerio de Transporte presentó un balance parcial del plan de modernización del parque automotor de carga, con el que a la fecha se han desintegrado 1.636 camiones, de los cuales, 365 se han chatarrizado este año.La estrategia fue lanzada por el Gobierno en 2019 con la Resolución 5304, y está dirigida principalmente a vehículos de más de 10,5 toneladas y con más de 20 años en el mercado, y en ese entonces se puso la meta de chatarrizar 25.000 automotores a 2022.
“El programa de modernización del parque automotor de carga, que se implementó en noviembre de 2019, ha venido desarrollándose y avanzando, lógicamente con las limitaciones derivadas de la pandemia de covid-19, como ha ocurrido en todos los sectores económicos”, dijo la viceministra de Transporte, Carmen Ligia Valderrama.La funcionaria destacó que en el marco del programa se han postulado desde 2019, y al 20 de abril de 2021, 2.310 vehículos de carga, y de estas, 523 aplicaciones han sido este año. Así mismo, Valderrama reveló que se han ejecutado $55.458 millones en reconocimientos económicos del Fondo de Modernización del Parque Automotor, recursos con los que se han beneficiado a 959 propietarios de vehículos.Así mismo, han ingresado $280.175 millones al Fondo por pagos realizados por el ingreso de nuevos vehículos. “El programa, además de promover y permitir la modernización del parque automotor de carga, contribuye a mejorar las condiciones de movilidad en los principales corredores viales del país y reduce la emisión de gases contaminantes”, dijo la Viceministra.",Portafolio
2,Necesitamos educarnos para la incetidumbre,2021-04-24,"
Con el objetivo de reducir los miedos de las personas en la pandemia y, sobre todo, dilucidar las tendencias que van a tomar fuerza en los próximos años, Omar Orostegui, el politólogo y experto en asuntos urbanos contemporáneos, lanza el libro ‘La nueva anormalidad’, buscando contribuir a la “educación para la incertidumbre”.
¿Cree que después de un año ya estamos más adaptados a convivir con el virus de Covid-19?Yo creo que no hemos tocado fondo. Le hemos apostado todo a las vacunas como solución, pero hemos pasado por alto el origen de la pandemia, y es que, si este virus se presentó cuando menos lo esperábamos, perfectamente a futuro van a surgir más. Entonces hay que estar preparados y tener la capacidad de vivir en contextos de incertidumbre, ya que siempre nos habían educado para la certidumbre.El que viene va a ser un mundo muy cerrado, no nos extrañemos si empiezan a exigir no solo certificados de vacunación en un visado, sino que pidan nuestra historia médica para poder viajar, o pongan más trabas para exportar bienes y servicios. Viene mucha renegociación del TLC.¿Cuáles continuarán siendo las mayores transformaciones en el empleo y la economía? El teletrabajo va a trascender las fronteras físicas. Una empresa podrá tener un diseñador que viva en Sidney, otro en Colombia y otro en Indonesia, incluso se podría tener una productividad 24/7, lo que representa ventajas en términos de remuneraciones, aunque estas serán acordes al costo de vida de la ciudad del trabajador. También habrá una demanda por nuevos perfiles asociados a temas tecnológicos.En cuanto a la economía, hay que tener presente que la desaceleración es también consecuencia de la intervención del Estado para reducir la propagación del virus, lo que dejó cosas negativas.En muchos países la recuperación económica se ha financiado con deuda pública y hay que mirar las implicaciones que va a tener financiar esa deuda, junto con los esquemas que van a tener que pensar los países para poder cumplir con sus obligaciones y mantener la valoración en confianza general y con las entidades crediticias en un ambiente de incertidumbre.Si antes de la pandemia ya había descontento social en varios países, ahora se va a incrementar y la desaceleración tendrá un impacto particularmente en jóvenes y mujeres, que han sido los más afectados. ¿Cuál ha sido el papel de la tecnología?Está claro que este es uno de los sectores ganadores. Vimos en este tiempo cómo crecieron las compras electrónicas, el uso de domicilios y el sistema de bancarización digital.Pero también hay evidencia de que aquí hay iniquidades porque no todo el mundo puede acceder a la tecnología. Las herramientas tecnológicas tienen un costo y esto evidencia que hay brechas entre varios grupos poblacionales.Estamos viendo que hoy tanto el sector privado como el público necesitan mejor información y de allí que en los próximos años crecerán las inversiones para el manejo de Big data, la creación de algoritmos y la curaduría de datos para entender mejor al consumidor y a la ciudadanía. Pero el manejo de la información también va a generar tensiones en la privacidad.¿La cultura y el turismo tienen el futuro más difícil?Los sectores más golpeados fueron los que dependen de la aglomeración y de la interacción humana, y aunque todos saldrán adelante, lo que va a marcar la pauta es el ritmo.Claramente son los más afectados y aunque han tenido diferentes estrategias para adaptarse, aquí experimentaremos una incursión de nuevos desarrollos tecnológicos como la realidad virtual aumentada para casos como el de conciertos.La industria el turismo también es una de las impactadas porque vivían de la interacción, pero el turismo hacia países como el nuestro se va a incrementar porque será más rentable, a diferencia de nacionales que quieran ir a Europa o hacia Estados Unidos.¿Entre las cosas buenas que trajo el coronavirus estaría la mayor consciencia por el medio ambiente?Sí, y en parte lo que vamos a ver en un futuro es un cambio de narrativas donde las políticas a favor de la infraestructura y los negocios verdes van a crecer. Eso se explica porque la gente va a ser más consciente del el rol que juega el equilibrio con los ecosistemas. También va a haber interés en las energías renovables, la ecoconstrucción y el ecourbanismo.Sin embargo, hay que analizar la otra cara de la moneda y es que la demanda por energías renovables y por automóviles eléctricos también va a generar un aumento por la minería de ese tipo de minerales que están asociados a las baterías.Y también tenemos que mirar aspectos como el proceso de transición donde si cada vez más gente utiliza carros eléctricos tendríamos que adaptar las viviendas y las electrolineras.¿Y en educación?La educación nos tiene que preparar para tomar decisiones en contextos de incertidumbre. También vamos a ver una educación mucho más flexible en donde van a entrar nuevos actores a competir.Demostrar que es posible recibir clases de manera remota abre la posibilidad para que las personas opten por estudiar más allá de las fronteras físicas. Entonces vamos a ver la incursión de universidades extranjeras en el mercado educativo local.Pero eso planteará un desafío en términos regulatorios como las acreditaciones de estudios virtuales. Eso va a cambiar mucho el sistema de la educación, sobre todo el superior.Y otra serie de tendencias acá son la flexibilidad de los currículos, la demanda de nuevos profesionales y la certificación por competencias.En educación básica y media veremos mayor oferta de servicios de Home School. Sin embargo, también soslaya la importancia de la interacción humana que se da en los contextos educativos y eso se puede estar perdiendo, con el correspondiente impacto en la salud mental y las competencias blandas.",Portafolio
3,‘Que el Congreso ajuste lo que sea necesario’,2021-04-24,"
El ministro de Agricultura, Rodolfo Zea, le salió al paso a las críticas que los gremios del sector le han hecho al texto de la reforma tributaria del Gobierno, en donde al menos cuatro temas impactarían la rentabilidad de esta industria e, incluso, harían subir los precios al consumidor o podrían afectar la dinámica del consumo y de la producción rural.(Lea: No subir renta ni tocar IVA: el Congreso lanza su ‘contrarreforma’)
¿Qué responde a los reparos de los gremios agropecuarios al texto de la reforma tributaria?​La verdad es que la mayoría de las cosas que se han dicho al respecto no son tan ciertas. A este tema hay que ponerlo en contexto. Existe una crisis mundial generada por la covid-19, y que ha acentuado la pobreza.Para situaciones extraordinarias, hay que tomar decisiones extraordinarias. Con esto, hago un llamado a los gremios y a todos los colombianos a que seamos solidarios. Quienes tenemos el privilegio de tener un ingreso permanente debemos aportar y ser solidarios con quienes no tienen para las tres comidas al día.Sobre la eliminación de la categoría de bienes exentos, tengo que aclarar que esta propuesta está focalizada en siete productos (carnes de res, cerdo, pollo y pescado, huevos, arroz y leche), es decir, que no corresponden a todo el sector agropecuario y tampoco impactan a la totalidad de la canasta familiar. Ahí no están artículos de consumo diario como papa, yuca, plátano, verduras, tomate, cebolla y todos los demás de uso masivo.Adicionalmente, la devolución del IVA a los bienes exentos solo la hacen los grandes productores, porque los campesinos no realizan este trámite debido a que sus volúmenes de producción son muy bajos. Es por eso que hemos pensado que pasar de exentos a excluidos, que mantienen una tarifa de cero por ciento de IVA, trae beneficios.Esto nos ayudará a cerrar la brecha de pobreza que se ha ampliado con la covid-19, pues destinaremos $7,2 billones para profundizar programas sociales que ya existen, y cuya efectividad e impacto están probados. Esto permitirá generar ingresos en la población vulnerable, para que puedan tener las tres comidas al día y no una o dos como sucede actualmente. Ellos demandarán alimentos, y eso nos lleva a impulsar al sector.Si la gente no tiene plata para comprar alimentos, menos lo hará si estos suben de precio. ¿Cómo buscar que todos coman, con una medida que encarece los alimentos? ¿No le suena incoherente?Ahí es cuando yo digo que este es un tema de solidaridad, el cual debe ser voluntario. Esa solidaridad se debe dar por el lado de no subir los precios. La idea es que al menos una parte de esos costos no se trasladen al consumidor. Esas cifras hay que analizarlas a ver si es cierto que el porcentaje que se ha dicho de aumento de precios es real. Ese es parte del trabajo que está haciendo el equipo económico del Gobierno y allí se enfocará parte de la discusión en el Congreso de la República.Usted dice que no todos los productos de la canasta familiar se verán afectados, pero se aplicará IVA a plaguicidas, maquinaria e implementos que se usan en las actividades agrícolas.Hoy existe una falla estructural en el sector agropecuario que consiste en que la mayoría de los plaguicidas son importados, con lo cual sus costos están dolarizados. Eso hace que los campesinos vendan en pesos, pero algunos de sus costos están dólares. Entonces, nuestra política, que es ambiental, lo que busca es que algunos cultivos se pasen a prácticas orgánicas y no usen plaguicidas.La idea es que estos recursos que se generarán en la reforma se destinen a que el sector agropecuario haga agricultura sostenible y regenerativa. Hay que hacer la transición hacia los plaguicidas biológicos u orgánicos.¿Cómo explicar que haya un grupo de actividades que están en la categoría de excluidos, que pasarían a pagar el IVA general de 19%?La reforma plantea que algunos de estos productos podrán tener devolución de IVA, como es el caso de un tractor. Pero todo esto hace parte de la discusión que se dará en el Congreso.Pero si un pequeño productor compra una guadañadora pagará ese IVA de 19%, y como usted ya explicó, los campesinos no tramitan la devolución del IVA...​Por eso le planteaba que allí había dos posibilidades. Una es que se pida la devolución del IVA y la otra es que esto hará parte de la discusión del Congreso de la República.El impuesto a los plásticos de un solo uso también es parte de las preocupación del sector. ¿Qué explicación tiene sobre el tema?Estos son de los temas que debe abordar el Congreso. Allí se expondrán las posiciones y, seguramente, el Ministerio de Ambiente tendrá la suya. Todo es parte de la discusión que se va a dar.¿Teme que la reforma tenga un impacto sobre el desempeño positivo que ha tenido el sector en los últimos dos años?En el Gobierno Nacional seguiremos impulsando el campo, como lo hicimos el año pasado en medio de la emergencia. Se tomaron medidas que permitieron que el sector creciera 2,8% en el 2020 en medio de la pandemia. Este año continuamos con apoyos como crédito para pequeños y medianos, agricultura por contrato, alianzas productivas con comercialización y seguiremos invirtiendo recursos en subsidios a temas muy puntuales para que el sector siga siendo rentable.Édmer Tovar MartínezEditor de Portafolio",Portafolio
4,Partido Verde también se manifiesta en contra de la reforma tributaria,2021-04-24,"
A las voces de otros grupos políticos que se han manifestado en contra de la reforma tributaria, como el Liberal, Cambio Radical, de la U., y el Centro Democrático, el Partido Verde también dijo estar en contra de la iniciativa tal y como la presentó el Gobierno.(Lea: No subir renta ni tocar IVA: el Congreso lanza su ‘contrarreforma’)
""Le diremos No al proyecto de reforma tributaria denominado simuladamente por el Gobierno del Presidente Iván Duque de “solidaridad sostenible” que pretende resolver de una manera equivocada las urgencias fiscales del Estado descargando la financiación de los programas sociales y las apremiantes necesidades de los ciudadanos solamente en las clases medias y los trabajadores, mientras deja intactas exenciones y privilegios y promueve gastos"", dice el comunicado.(Lea: Propuesta tributaria de la Andi apunta a recaudar $12 billones)En ese sentido, la bancada anunció que próximamente presentará sus ideas para resolver en ""el corto y mediano plazo la sostenibilidad fiscal del gobierno central y de los entes territoriales de manera equitativa, eficiente y progresiva como lo ordena la Constitución Nacional, innecesarios e inconvenientes en distintas instancias del Estado"", dice el documento. Asimismo, se manifestaron en contra de la reforma a la salud que viene tramitando el Ejecutivo en el Congreso, y señaló que tampoco se va a prestar para ""negociaciones y componendas oscuras sin ningún control público y ciudadano"".",Portafolio
5,Casos diarios de coronavirus en el país se acercan a los 20.000,2021-04-24,"
El total de casos de coronavirus en Colombia se elevó este viernes a 2.740.544, luego de que las autoridades de salud confirmaran 19.925 nuevos contagios, tras procesar 58.564 pruebas PCR y 40.357 de antígenos en las últimas 24 horas.Por otro lado, se reportaron 420 fallecimientos más por covid-19, con lo que la cifra de muertes llegó a 70.446, mientras que el número de recuperados ascendió a 2.555.619.De acuerdo con las autoridades de salud, el número de casos activos se ubicó este martes en 105.254.
",Portafolio
6,Así avanza el plan de vacunación contra el coronavirus en Colombia,2021-04-24,"
Con corte al 22 de abril de 2021, (23:59 p.m.), Colombia ya ha aplicado 4.224.659 dosis de vacunas contra la Covid-19, según reveló el más reciente informe del Ministerio de Salud en su reporte diario. Total segundas dosis: 1.320.251Dosis día: 93.651Segundas dosis día: 39.360* Se realizó ajuste de 1.795 dosis que fueron aplicadas en días anteriores y no fueron reportadas por el departamento del Meta.
Informe de actividad de #vacunación en Colombia🇨🇴, con corte al 22 de abril de 2021, 11:59 p.m.✌️#Vacunémonos pic.twitter.com/ACVxWUysTt— MinSaludCol (@MinSaludCol) April 23, 2021 Se realizó ajuste de 34.901 dosis que fueron aplicadas en días anteriores y no fueron reportadas oportunamente por las Entidades Territoriales: Amazonas (654), Bogotá (31.125), Caquetá (37), Tolima (2.822), Vaupés (263).",Portafolio
7,"
Hasta carro se podrá comprar y alquilar en el Éxito ahora",2021-04-24,"

A partir del próximo miércoles 28 de abril los clientes habituales y ocasionales del Grupo Éxito tendrán la posibilidad de poner en su canasta de compras no solo mercado, ropa, electrodomésticos y otros productos, sino también hasta un vehículo para su uso personal, bien sea que lo compren o lo alquilen por unas temporadas.(Le puede interesar también: Multinacional Essity compra otro 44 % de Familia y alcanza el 94 %)Para ello acaban de sellar una alianza con la compañía de alquiler de vehículos Renting, filial de Bancolombia, dando origen a Autos Éxito negocio que, en principio, comienza a operar en cinco tiendas del país y sus canales de comercio electrónico exito.com, la aplicación móvil,  así como el sitio autosexito.co desde el próximo miércoles 28 de abril.(Lea también: Gremios presentarán alternativas para la reforma tributaria)Esta alianza busca democratizar el alquiler y la compra de autos a precios asequibles, de tal manera que los colombianos podrán rentar un vehículo por días, estrenar carro cada tres años sin cuota inicial o comprar un carro usado con todo el historial certificado por Renting Colombia, indicaron las compañías.Este nuevo servicio estará disponible en almacenes Éxito Country y Nuestro en Bogotá; Poblado en Medellín, Viva Barranquilla, y San Fernando en Cali. En estos comercios las personas podrán alquilar un vehículo hasta por tres años por una cuota mensual de 800.000 pesos, costo que incluye trámites, impuestos, seguros y mantenimientos. También existe la posibilidad de rentarlo por días a un costo de 100.000 pesos diarios en la gama del auto más económica, o si lo prefiere, adquirir el vehículo, para lo cual se cuenta ya con un portafolio de diversas marcas, modelos y tipos de vehículos.

",El tiempo
8,"
Bancolombia y Éxito estrenan servicio de alquiler de carros",2021-04-24,"

Grupo Éxito y Grupo Bancolombia sellaron una alianza para la creación de Autos Éxito, que busca llegar a más colombianos con servicios de alquiler de vehículos y venta de carros usados. Lea también: Prepárese, hoy inicia la devolución de IVA a 2 millones de colombianosEsta nueva alianza quiere ""poner al alcance de más colombianos la posibilidad de acceder a un vehículo"", según se lee en el comunicado del lanzamiento, y está alineada con la búsqueda de ""soluciones que aporten a la movilidad sostenible"".Lea también: Rappi definirá plan para vacunar a sus domiciliariosDicen que cada vez hay más personas que no quieren ser popietarias de un carro pero que sí pagarían por usar un vehículo y por eso Renting Colombia, filial de Bancolombia, estrena Autos Éxito.""Esta alianza busca democratizar el alquiler y la compra de autos a precios asequibles"", dice el comunicado.Lea también: ¿Cómo saber si es beneficiario de la devolución del IVA?Autos Éxito entrará en operación a partir del 28 de abril y tendrá disponibles tres servicios: Renta de autos a largo plazo (cuotas mensuales desde 800 mil pesos), alquiler a corto plazo (desde 100 mil pesos el día) y venta de carros usados.En el catálogo de vehículos se encuentran 20 autos eléctricos para el alquiler a largo plazo y 40 más para el alquiler por días, en un intento por sumar a la movilidad sostenible ""con el objetivo de reducir y gestionar la huella de carbono, protegiendo la calidad del aire"".Lea también: Así puede aplicar a una de las 234 vacantes que ofrece Grupo ArgosSe podrá acceder a estos servicios en cinco almacenes Éxito del país: Country y Nuestro en Bogotá, Poblado en Medellín, Viva Barranquilla, y San Fernando en Cali. También vía autosexito.co - exito.com y la aplicación móvil de Éxito.ECONOMÍA Y NEGOCIOS

",El tiempo
9,"
Embargo a contratista prende alarmas por la suerte de Hidroituango",2021-04-24,"

La decisión de la Contraloría General de la República de decretar el embargo de 13 cuentas y 12 inmuebles de la empresa Integral S. A., como parte de un proceso de responsabilidad fiscal en contra de 28 personas (naturales y jurídicas) por un presunto detrimento de más de 4,23 billones de pesos en el proyecto hidroeléctrico Ituango, generó fuertes preocupaciones no solo en Empresas Públicas de Medellín (EPM), sino entre expertos en infraestructura y del sector eléctrico.(Le puede interesar, además: Ojalá que covid cambie lógica de políticos para discutir reforma: Ocde)La decisión, en contra de la empresa Integral S. A., encargada de la supervisión de la construcción y del diseño de la central de generación más grande que tendrá el país (2.400 megavatios de capacidad), es parte del proceso de investigación por supuestas irregularidades en la contratación y ejecución de la megaobra. Más adelante se podrían tomar nuevas decisiones sobre otros bienes y empresas vinculadas al proyecto, investigado por la Unidad de Investigaciones Especiales contra la Corrupción, de la Contraloría.(Lea además: Lupa de Superfinanciera a la gestión de los defensores del cliente)El auto de siete páginas, que señala que dichas medidas cautelares son esenciales para asegurar el resarcimiento y que buscan evitar que el presunto responsable fiscal se insolvente de cara a los procesos de responsabilidad fiscal, abre la posibilidad de que eventualmente las obras del proyecto sufran una nueva parálisis.“Esta situación genera inconvenientes para los ejecutores del proyecto, que pueden tener repercusiones en el proyecto y en los planes que traemos como empresa”, indicó ayer el nuevo gerente de EPM, Jorge Andrés Carrillo.Y mientras que el Consorcio CCC Ituango, constructor de las obras, dijo ayer que no ha sido informado sobre los embargos por la Contraloría, ni por sus proveedores financieros, EL TIEMPO conoció que hay una gran preocupación no solo en EPM y entre sus contratistas, sino también en el renglón de infraestructura y en el sector eléctrico.El peor escenarioUna fuente consultada le dijo a este diario que en caso de extenderse el embargo a las cuentas de las empresas que hacen parte del consorcio CCC Ituango (Camargo Correa, Conconcreto y Coninsa Ramón H) y a la interventoría, la obra se tiene que parar de forma automática. Y explica que una parálisis incrementa los riesgos latentes para las comunidades ubicadas aguas abajo de Hidroituango, porque en este momento el agua sigue pasando por el vertedero.Esta es una infraestructura que habitualmente es utilizada para desalojar excedentes de agua cuando el embalse se llena, ya que lo normal es que el agua pase por la casa de máquinas y luego vuelva al río tras utilizarse para generar energía.“Es una estructura que se hace para funcionar temporalmente y ya lleva funcionando tres años”, alertó el experto consultado al señalar que la única forma de eliminar este riesgo es terminar la obra.Además, si eventualmente las empresas del consorcio constructor quedan bloqueadas por un embargo, Empresas Públicas de Medellín tendría que conseguir nuevas firmas que se encarguen de la construcción, la interventoría y la supervisión de la construcción y del diseño de la parte que falta.De acuerdo con la fuente, en el mejor de los casos, si ese proceso avanza muy rápido, tendría que pasar por lo menos entre uno y dos años para que ello se lleve a cabo. Lo anterior porque, entre otras actividades, habría que sacar nuevos pliegos, hacer un inventario del estado de las obras para sacar la nueva licitación y los proponentes tendrían que estudiar en detalle qué tan avanzadas están las obras, presentar su oferta, evaluarla (por parte de EPM), redactar los contratos, legalizarlos y realizar la logística de empalme.

Empresas Públicas de Medellín tendría que conseguir nuevas firmas que se encarguen de la construcción, la interventoría y la supervisión de la construcción y del diseño de la parte que falta


FACEBOOK

TWITTER

Y además, la entrada en operación, prevista para 2022, ahora sería para 2023 o 2024, es decir, seis años más tarde del plazo inicial de diciembre de 2018, el cual no se cumplió a causa de la grave contingencia derivada del colapso del túnel auxiliar de desviación.Y el sistema eléctrico del país, que está diseñado para contar con esta energía que no llegaría, asumiría el riesgo de un racionamiento de energía o tendría que pagar unos costos de energía más altos, ya que, para responder por los compromisos de generación adquiridos, EPM tendría que salir a comprar esa energía en el mercado mayorista o reemplazarla con la que produzca otra de sus centrales.Y las fuentes advierten que una empresa sensata no recibiría la construcción en el estado actual, pues ningún constructor, interventor o supervisor va entrar a asumir la responsabilidad por algo que generó un tercero. “Un abogado sensato, de una firma sensata, simplemente dice que el riesgo es muy alto y por ello no se meten”, agregó.Se examinan salidasAunque EPM sigue analizando los diferentes escenarios, su nuevo gerente, Jorge Andrés Carrillo, indicó que a la fecha el único plan es terminar exitosa y oportunamente el proyecto, pero en las matrices de riesgos que hace EPM sí existe una ruta para ir preparando un plan de continuidad si se materializa este riesgo.El documento de la Contraloría decretó el embargo y retención “de los dineros depositados o que lleguen a depositarse en las cuentas bancarias de titularidad de Integral S. A. hasta por la suma de 4’230.000’000.000 de pesos”.La misma disposición se dictó frente a 12 bienes inmuebles identificados, dos de estos ubicados en Fredonia y los restantes, en Santa Bárbara, municipios de Antioquia.Las medidas cautelares, se lee en el auto, estarán vigentes mientras dure el proceso de responsabilidad fiscal, y si se profiere un fallo con responsabilidad fiscal, se extienden hasta la culminación del cobro coactivo.Ayer, el consorcio CCC Ituango recalcó que durante el trámite del proceso de responsabilidad fiscal han “aportado toda la información necesaria para aclarar las imputaciones planteadas por la Contraloría y demostrar que, en la ejecución de las obras civiles a nuestro cargo, siempre hemos actuado de buena fe, de forma diligente y acorde con las buenas prácticas de la ingeniería, cumpliendo con los diseños e instrucciones suministrados por EPM”.Encuentre también en Economía:¿Cómo saber si es beneficiario de la devolución del IVA?Así puede aplicar a una de las 234 vacantes que ofrece Grupo ArgosPrepárese, hoy inicia la devolución de IVA a 2 millones de colombianos

",El tiempo
